date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
07:06:10	60800/60800	---M-Z	200	added ('OK')	text/css	etag:W/%226707a85d-ed80%22	https://carpentersshelter.org/wp-content/uploads/elementor/css/custom-frontend.min.css?ver=1728555101	C:/My%20Web%20Sites/ShelterProject/carpentersshelter.org/wp-content/uploads/elementor/css/custom-frontend.minb42b.css	(from https://carpentersshelter.org/)
07:06:11	3829/3829	---M-Z	200	added ('OK')	text/css	etag:W/%226707a85f-ef5%22	https://carpentersshelter.org/wp-content/plugins/essential-addons-for-elementor-lite/assets/front-end/css/view/general.min.css?ver=6.0.7	C:/My%20Web%20Sites/ShelterProject/carpentersshelter.org/wp-content/plugins/essential-addons-for-elementor-lite/assets/front-end/css/view/general.min8bc9.css	(from https://carpentersshelter.org/)
07:06:11	3829/3829	---M-Z	200	added ('OK')	text/css	etag:W/%226707a93d-ef5%22	https://carpentersshelter.org/wp-content/uploads/essential-addons-elementor/eael-6.css?ver=1725896417	C:/My%20Web%20Sites/ShelterProject/carpentersshelter.org/wp-content/uploads/essential-addons-elementor/eael-6d049.css	(from https://carpentersshelter.org/)
07:06:11	16471/16471	---M-Z	200	added ('OK')	text/css	etag:W/%22670f915f-4057%22	https://carpentersshelter.org/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min.css?ver=8.4.5	C:/My%20Web%20Sites/ShelterProject/carpentersshelter.org/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min94a4.css	(from https://carpentersshelter.org/)
07:06:11	715/715	---M--	200	added ('OK')	application/rss+xml	etag:%224a1267aa28f1557914ae0905b191af58%22	https://carpentersshelter.org/comments/feed/	C:/My%20Web%20Sites/ShelterProject/carpentersshelter.org/comments/feed/index.html	(from https://carpentersshelter.org/)
07:06:11	10260/10260	---M-Z	200	added ('OK')	text/css	etag:W/%22670f915e-2814%22	https://carpentersshelter.org/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.min.css?ver=3.24.7	C:/My%20Web%20Sites/ShelterProject/carpentersshelter.org/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.min52dd.css	(from https://carpentersshelter.org/)
07:06:11	37849/37849	---M--	200	added ('OK')	application/rss+xml	etag:%224a1267aa28f1557914ae0905b191af58%22	https://carpentersshelter.org/feed/	C:/My%20Web%20Sites/ShelterProject/carpentersshelter.org/feed/index.html	(from https://carpentersshelter.org/)
07:06:11	2349/2349	---M-Z	200	added ('OK')	text/css	etag:W/%226707a8ba-92d%22	https://carpentersshelter.org/wp-content/uploads/elementor/css/post-635.css?ver=1728555194	C:/My%20Web%20Sites/ShelterProject/carpentersshelter.org/wp-content/uploads/elementor/css/post-63557bc.css	(from https://carpentersshelter.org/)
07:06:12	9272/9272	---M-Z	200	added ('OK')	text/css	etag:W/%226707a8ba-2438%22	https://carpentersshelter.org/wp-content/uploads/elementor/css/custom-pro-frontend.min.css?ver=1728555194	C:/My%20Web%20Sites/ShelterProject/carpentersshelter.org/wp-content/uploads/elementor/css/custom-pro-frontend.min57bc.css	(from https://carpentersshelter.org/)
07:06:12	704/704	---M-Z	200	added ('OK')	text/css	etag:W/%22670f915e-2c0%22	https://carpentersshelter.org/wp-content/plugins/elementor/assets/css/widget-text-editor.min.css?ver=3.24.7	C:/My%20Web%20Sites/ShelterProject/carpentersshelter.org/wp-content/plugins/elementor/assets/css/widget-text-editor.min52dd.css	(from https://carpentersshelter.org/)
07:06:12	254/254	---M-Z	200	added ('OK')	text/css	etag:W/%22670f915e-fe%22	https://carpentersshelter.org/wp-content/plugins/elementor/assets/css/widget-image.min.css?ver=3.24.7	C:/My%20Web%20Sites/ShelterProject/carpentersshelter.org/wp-content/plugins/elementor/assets/css/widget-image.min52dd.css	(from https://carpentersshelter.org/)
07:06:12	600/600	---M-Z	200	added ('OK')	text/css	etag:W/%22670f915e-258%22	https://carpentersshelter.org/wp-content/plugins/elementor/assets/css/widget-heading.min.css?ver=3.24.7	C:/My%20Web%20Sites/ShelterProject/carpentersshelter.org/wp-content/plugins/elementor/assets/css/widget-heading.min52dd.css	(from https://carpentersshelter.org/)
07:06:13	10058/10058	---M-Z	200	added ('OK')	text/css	etag:W/%226707a85d-274a%22	https://carpentersshelter.org/wp-content/uploads/elementor/css/custom-widget-icon-box.min.css?ver=1728555101	C:/My%20Web%20Sites/ShelterProject/carpentersshelter.org/wp-content/uploads/elementor/css/custom-widget-icon-box.minb42b.css	(from https://carpentersshelter.org/)
07:06:13	2663/2663	---M-Z	200	added ('OK')	text/css	etag:W/%226707a85d-a67%22	https://carpentersshelter.org/wp-content/uploads/elementor/css/custom-widget-star-rating.min.css?ver=1728555101	C:/My%20Web%20Sites/ShelterProject/carpentersshelter.org/wp-content/uploads/elementor/css/custom-widget-star-rating.minb42b.css	(from https://carpentersshelter.org/)
07:06:13	5946/5946	---M-Z	200	added ('OK')	text/css	etag:W/%226708f9ed-173a%22	https://carpentersshelter.org/wp-content/plugins/elementor-pro/assets/css/widget-gallery.min.css?ver=3.24.4	C:/My%20Web%20Sites/ShelterProject/carpentersshelter.org/wp-content/plugins/elementor-pro/assets/css/widget-gallery.min57a7.css	(from https://carpentersshelter.org/)
07:06:13	3303/3303	---M-Z	200	added ('OK')	text/css	etag:W/%22670f915f-ce7%22	https://carpentersshelter.org/wp-content/plugins/elementor/assets/lib/e-gallery/css/e-gallery.min.css?ver=1.2.0	C:/My%20Web%20Sites/ShelterProject/carpentersshelter.org/wp-content/plugins/elementor/assets/lib/e-gallery/css/e-gallery.min7359.css	(from https://carpentersshelter.org/)
07:06:14	793/793	---M-Z	200	added ('OK')	text/css	etag:W/%22670f915e-319%22	https://carpentersshelter.org/wp-content/plugins/elementor/assets/css/widget-counter.min.css?ver=3.24.7	C:/My%20Web%20Sites/ShelterProject/carpentersshelter.org/wp-content/plugins/elementor/assets/css/widget-counter.min52dd.css	(from https://carpentersshelter.org/)
07:06:14	74595/74595	---M-Z	200	added ('OK')	text/css	etag:W/%226707a93e-12363%22	https://carpentersshelter.org/wp-content/uploads/elementor/css/post-6.css?ver=1728555326	C:/My%20Web%20Sites/ShelterProject/carpentersshelter.org/wp-content/uploads/elementor/css/post-6700d.css	(from https://carpentersshelter.org/)
07:06:14	22150/22150	---M-Z	200	added ('OK')	text/css	etag:W/%22670f9169-5686%22	https://carpentersshelter.org/wp-content/plugins/smart-slider-3/Public/SmartSlider3/Application/Frontend/Assets/dist/smartslider.min.css?ver=40b842f2	C:/My%20Web%20Sites/ShelterProject/carpentersshelter.org/wp-content/plugins/smart-slider-3/Public/SmartSlider3/Application/Frontend/Assets/dist/smartslider.min7c1e.css	(from https://carpentersshelter.org/)
07:06:14	41403/41403	---M-Z	200	added ('OK')	application/javascript	etag:W/%22670f9169-a1bb%22	https://carpentersshelter.org/wp-content/plugins/smart-slider-3/Public/SmartSlider3/Application/Frontend/Assets/dist/n2.min.js?ver=40b842f2	C:/My%20Web%20Sites/ShelterProject/carpentersshelter.org/wp-content/plugins/smart-slider-3/Public/SmartSlider3/Application/Frontend/Assets/dist/n2.min7c1e.js	(from https://carpentersshelter.org/)
07:06:14	114174/114174	---M-Z	200	added ('OK')	application/javascript	etag:W/%22670f9169-1bdfe%22	https://carpentersshelter.org/wp-content/plugins/smart-slider-3/Public/SmartSlider3/Application/Frontend/Assets/dist/smartslider-frontend.min.js?ver=40b842f2	C:/My%20Web%20Sites/ShelterProject/carpentersshelter.org/wp-content/plugins/smart-slider-3/Public/SmartSlider3/Application/Frontend/Assets/dist/smartslider-frontend.min7c1e.js	(from https://carpentersshelter.org/)
07:06:15	13484/13484	---M-Z	200	added ('OK')	application/javascript	etag:W/%22670f9169-34ac%22	https://carpentersshelter.org/wp-content/plugins/smart-slider-3/Public/SmartSlider3/Slider/SliderType/Simple/Assets/dist/ss-simple.min.js?ver=40b842f2	C:/My%20Web%20Sites/ShelterProject/carpentersshelter.org/wp-content/plugins/smart-slider-3/Public/SmartSlider3/Slider/SliderType/Simple/Assets/dist/ss-simple.min7c1e.js	(from https://carpentersshelter.org/)
07:06:15	1454/1454	---M-Z	200	added ('OK')	application/javascript	etag:W/%22670f9169-5ae%22	https://carpentersshelter.org/wp-content/plugins/smart-slider-3/Public/SmartSlider3/Widget/Arrow/ArrowImage/Assets/dist/w-arrow-image.min.js?ver=40b842f2	C:/My%20Web%20Sites/ShelterProject/carpentersshelter.org/wp-content/plugins/smart-slider-3/Public/SmartSlider3/Widget/Arrow/ArrowImage/Assets/dist/w-arrow-image.min7c1e.js	(from https://carpentersshelter.org/)
07:06:15	87553/87553	---M-Z	200	added ('OK')	application/javascript	etag:W/%2266e071a3-15601%22	https://carpentersshelter.org/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/My%20Web%20Sites/ShelterProject/carpentersshelter.org/wp-includes/js/jquery/jquery.minf43b.js	(from https://carpentersshelter.org/)
07:06:15	13577/13577	---M-Z	200	added ('OK')	application/javascript	etag:W/%2266e071a3-3509%22	https://carpentersshelter.org/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/My%20Web%20Sites/ShelterProject/carpentersshelter.org/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://carpentersshelter.org/)
07:06:16	1836/1836	---M-Z	200	added ('OK')	application/javascript	etag:W/%22670907cd-72c%22	https://carpentersshelter.org/wp-content/plugins/gravityforms/js/jquery.json.min.js?ver=2.8.18	C:/My%20Web%20Sites/ShelterProject/carpentersshelter.org/wp-content/plugins/gravityforms/js/jquery.json.mindf1a.js	(from https://carpentersshelter.org/)
07:06:16	46736/46736	---M-Z	200	added ('OK')	application/javascript	etag:W/%22670907cd-b690%22	https://carpentersshelter.org/wp-content/plugins/gravityforms/js/gravityforms.min.js?ver=2.8.18	C:/My%20Web%20Sites/ShelterProject/carpentersshelter.org/wp-content/plugins/gravityforms/js/gravityforms.mindf1a.js	(from https://carpentersshelter.org/)
07:06:16	9587/9587	---M-Z	200	added ('OK')	application/javascript	etag:W/%22670907cd-2573%22	https://carpentersshelter.org/wp-content/plugins/gravityforms/js/conditional_logic.min.js?ver=2.8.18	C:/My%20Web%20Sites/ShelterProject/carpentersshelter.org/wp-content/plugins/gravityforms/js/conditional_logic.mindf1a.js	(from https://carpentersshelter.org/)
07:06:16	870/870	---MC-	200	added ('OK')	text/javascript	date:Sun,%2020%20Oct%202024%2011:06:16%20GMT	https://www.google.com/recaptcha/api.js?hl=en&ver=6.6.2	C:/My%20Web%20Sites/ShelterProject/www.google.com/recaptcha/apicece.js	(from https://carpentersshelter.org/)
07:06:17	38829/38829	---M-Z	200	added ('OK')	application/javascript	etag:W/%22670907cc-97ad%22	https://carpentersshelter.org/wp-content/plugins/gravityforms/assets/js/dist/utils.min.js?ver=50c7bea9c2320e16728e44ae9fde5f26	C:/My%20Web%20Sites/ShelterProject/carpentersshelter.org/wp-content/plugins/gravityforms/assets/js/dist/utils.minbdb4.js	(from https://carpentersshelter.org/)
07:06:18	422325/422325	---M-Z	200	added ('OK')	application/json	date:Sun,%2020%20Oct%202024%2011:06:18%20GMT	https://carpentersshelter.org/wp-json/	C:/My%20Web%20Sites/ShelterProject/carpentersshelter.org/wp-json/index.html	(from https://carpentersshelter.org/)
07:06:19	102047/102047	---M-Z	200	added ('OK')	application/json	date:Sun,%2020%20Oct%202024%2011:06:19%20GMT	https://carpentersshelter.org/wp-json/wp/v2/pages/6	C:/My%20Web%20Sites/ShelterProject/carpentersshelter.org/wp-json/wp/v2/pages/6.json	(from https://carpentersshelter.org/)
07:06:19	146/146	---MCZ	403	error ('Forbidden')	text/html	date:Sun,%2020%20Oct%202024%2011:06:19%20GMT	https://carpentersshelter.org/xmlrpc.php?rsd	C:/My%20Web%20Sites/ShelterProject/carpentersshelter.org/xmlrpc0db0.php	(from https://carpentersshelter.org/)
07:06:20	1937/1937	---M-Z	200	added ('OK')	application/json	date:Sun,%2020%20Oct%202024%2011:06:20%20GMT	https://carpentersshelter.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcarpentersshelter.org%2F	C:/My%20Web%20Sites/ShelterProject/carpentersshelter.org/wp-json/oembed/1.0/embed5033.json	(from https://carpentersshelter.org/)
07:06:21	2070/2070	---M-Z	200	added ('OK')	text/xml	date:Sun,%2020%20Oct%202024%2011:06:21%20GMT	https://carpentersshelter.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcarpentersshelter.org%2F&format=xml	C:/My%20Web%20Sites/ShelterProject/carpentersshelter.org/wp-json/oembed/1.0/embededc7	(from https://carpentersshelter.org/)
07:06:21	1025/1025	---M-Z	200	added ('OK')	image/png	etag:W/%2265cce398-401%22	https://carpentersshelter.org/wp-content/uploads/2024/02/cropped-logo-32x32.png	C:/My%20Web%20Sites/ShelterProject/carpentersshelter.org/wp-content/uploads/2024/02/cropped-logo-32x32.png	(from https://carpentersshelter.org/)
07:06:22	10403/10403	---M-Z	200	added ('OK')	image/png	etag:W/%2265cce398-28a3%22	https://carpentersshelter.org/wp-content/uploads/2024/02/cropped-logo-192x192.png	C:/My%20Web%20Sites/ShelterProject/carpentersshelter.org/wp-content/uploads/2024/02/cropped-logo-192x192.png	(from https://carpentersshelter.org/)
07:06:22	9519/9519	---M-Z	200	added ('OK')	image/png	etag:W/%2265cce398-252f%22	https://carpentersshelter.org/wp-content/uploads/2024/02/cropped-logo-180x180.png	C:/My%20Web%20Sites/ShelterProject/carpentersshelter.org/wp-content/uploads/2024/02/cropped-logo-180x180.png	(from https://carpentersshelter.org/)
07:06:22	6233/6233	---M-Z	200	added ('OK')	image/png	etag:W/%2266dea353-1859%22	https://carpentersshelter.org/wp-content/uploads/2024/02/cropped-logo-1-200x64.png	C:/My%20Web%20Sites/ShelterProject/carpentersshelter.org/wp-content/uploads/2024/02/cropped-logo-1-200x64.png	(from https://carpentersshelter.org/)
07:06:23	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2020%20Oct%202024%2011:06:22%20GMT	http://carpentersshelter.org/wp-content/uploads/2024/02/Hoffman-Center-Carpenters-Shelter-Classroom-Photo-by-Carrie-Keene-6-1-scaled.jpg	C:/My%20Web%20Sites/ShelterProject/carpentersshelter.org/wp-content/uploads/2024/02/Hoffman-Center-Carpenters-Shelter-Classroom-Photo-by-Carrie-Keene-6-1-scaled.2c.delayed	(from https://carpentersshelter.org/)
07:06:24	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2020%20Oct%202024%2011:06:23%20GMT	http://carpentersshelter.org/wp-content/uploads/2024/10/Thank-You-Cook-Off-2024-Website-Slider-1.png	C:/My%20Web%20Sites/ShelterProject/carpentersshelter.org/wp-content/uploads/2024/10/Thank-You-Cook-Off-2024-Website-Slider-1.png	(from https://carpentersshelter.org/)
07:06:25	881294/881294	---M-Z	200	added ('OK')	image/jpeg	etag:W/%2265df2c0c-d728e%22	https://carpentersshelter.org/wp-content/uploads/2024/02/Hoffman-Center-Carpenters-Shelter-Classroom-Photo-by-Carrie-Keene-6-1-scaled.jpg	C:/My%20Web%20Sites/ShelterProject/carpentersshelter.org/wp-content/uploads/2024/02/Hoffman-Center-Carpenters-Shelter-Classroom-Photo-by-Carrie-Keene-6-1-scaled.jpg	(from https://carpentersshelter.org/)
07:06:27	339778/339778	---M-Z	200	added ('OK')	image/png	etag:W/%22670ead39-52f42%22	https://carpentersshelter.org/wp-content/uploads/2024/10/Thank-You-Cook-Off-2024-Website-Slider-1.png	C:/My%20Web%20Sites/ShelterProject/carpentersshelter.org/wp-content/uploads/2024/10/Thank-You-Cook-Off-2024-Website-Slider-1.png	(from https://carpentersshelter.org/)
07:06:27	247176/247176	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Oct%202024%2011:06:26%20GMT	https://carpentersshelter.org/about/	C:/My%20Web%20Sites/ShelterProject/carpentersshelter.org/about/index.html	(from https://carpentersshelter.org/)
07:06:28	275862/275862	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Oct%202024%2011:06:27%20GMT	https://carpentersshelter.org/new-heights/	C:/My%20Web%20Sites/ShelterProject/carpentersshelter.org/new-heights/index.html	(from https://carpentersshelter.org/)
07:06:28	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2020%20Oct%202024%2011:06:28%20GMT	http://carpentersshelter.org/wp-content/uploads/2024/03/Kitchen-Volunters-Serving-2-scaled.jpg	C:/My%20Web%20Sites/ShelterProject/carpentersshelter.org/wp-content/uploads/2024/03/Kitchen-Volunters-Serving-2-scaled.30.delayed	(from https://carpentersshelter.org/)
07:06:30	248900/248900	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Oct%202024%2011:06:29%20GMT	https://carpentersshelter.org/board-of-directors/	C:/My%20Web%20Sites/ShelterProject/carpentersshelter.org/board-of-directors/index.html	(from https://carpentersshelter.org/)
07:06:34	231481/231481	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Oct%202024%2011:06:33%20GMT	https://carpentersshelter.org/stories/	C:/My%20Web%20Sites/ShelterProject/carpentersshelter.org/stories/index.html	(from https://carpentersshelter.org/)
07:06:35	222354/222354	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Oct%202024%2011:06:33%20GMT	https://carpentersshelter.org/careers/	C:/My%20Web%20Sites/ShelterProject/carpentersshelter.org/careers/index.html	(from https://carpentersshelter.org/)
07:06:35	304316/304316	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Oct%202024%2011:06:34%20GMT	https://carpentersshelter.org/staff-members/	C:/My%20Web%20Sites/ShelterProject/carpentersshelter.org/staff-members/index.html	(from https://carpentersshelter.org/)
07:06:35	793181/793181	---M-Z	200	added ('OK')	image/jpeg	etag:W/%2265e8140d-c1a5d%22	https://carpentersshelter.org/wp-content/uploads/2024/03/Kitchen-Volunters-Serving-2-scaled.jpg	C:/My%20Web%20Sites/ShelterProject/carpentersshelter.org/wp-content/uploads/2024/03/Kitchen-Volunters-Serving-2-scaled.jpg	(from https://carpentersshelter.org/)
07:06:35	91547/91547	---M-Z	200	added ('OK')	image/jpeg	etag:W/%2265cdb19b-1659b%22	https://carpentersshelter.org/wp-content/uploads/2024/02/For-history-page-1_edited-768x576-1.jpg	C:/My%20Web%20Sites/ShelterProject/carpentersshelter.org/wp-content/uploads/2024/02/For-history-page-1_edited-768x576-1.jpg	(from https://carpentersshelter.org/)
07:06:35	38152/38152	---M-Z	200	added ('OK')	image/png	etag:W/%2265cdb19a-9508%22	https://carpentersshelter.org/wp-content/uploads/2024/02/history-building-old-1.png	C:/My%20Web%20Sites/ShelterProject/carpentersshelter.org/wp-content/uploads/2024/02/history-building-old-1.png	(from https://carpentersshelter.org/)
07:06:35	222124/222124	---M-Z	200	added ('OK')	image/png	etag:W/%2265e174e6-363ac%22	https://carpentersshelter.org/wp-content/uploads/2024/03/35-Clean-Sheets-Donate-Tile.png	C:/My%20Web%20Sites/ShelterProject/carpentersshelter.org/wp-content/uploads/2024/03/35-Clean-Sheets-Donate-Tile.png	(from https://carpentersshelter.org/)
07:06:36	255015/255015	---M-Z	200	added ('OK')	image/png	etag:W/%2265e174e1-3e427%22	https://carpentersshelter.org/wp-content/uploads/2024/03/50-Diapers-Donate-Tile.png	C:/My%20Web%20Sites/ShelterProject/carpentersshelter.org/wp-content/uploads/2024/03/50-Diapers-Donate-Tile.png	(from https://carpentersshelter.org/)
07:06:36	232048/232048	---M-Z	200	added ('OK')	image/png	etag:W/%2265e174e2-38a70%22	https://carpentersshelter.org/wp-content/uploads/2024/03/90-Therapy-Session-Donate-Tile.png	C:/My%20Web%20Sites/ShelterProject/carpentersshelter.org/wp-content/uploads/2024/03/90-Therapy-Session-Donate-Tile.png	(from https://carpentersshelter.org/)
07:06:36	222499/222499	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Oct%202024%2011:06:36%20GMT	https://carpentersshelter.org/events/	C:/My%20Web%20Sites/ShelterProject/carpentersshelter.org/events/index.html	(from https://carpentersshelter.org/)
07:06:36	237439/237439	---M-Z	200	added ('OK')	image/png	etag:W/%2265e174e3-39f7f%22	https://carpentersshelter.org/wp-content/uploads/2024/03/100-One-Night-Shelter-Donate-Tile.png	C:/My%20Web%20Sites/ShelterProject/carpentersshelter.org/wp-content/uploads/2024/03/100-One-Night-Shelter-Donate-Tile.png	(from https://carpentersshelter.org/)
07:06:36	250089/250089	---M-Z	200	added ('OK')	image/png	etag:W/%2265e174e4-3d0e9%22	https://carpentersshelter.org/wp-content/uploads/2024/03/200-After-School-Snacks-Donate-Tile.png	C:/My%20Web%20Sites/ShelterProject/carpentersshelter.org/wp-content/uploads/2024/03/200-After-School-Snacks-Donate-Tile.png	(from https://carpentersshelter.org/)
07:06:37	229631/229631	---M-Z	200	added ('OK')	image/png	etag:W/%2265e174e5-380ff%22	https://carpentersshelter.org/wp-content/uploads/2024/03/500-Scholarship-Trade-Donate-Tile.png	C:/My%20Web%20Sites/ShelterProject/carpentersshelter.org/wp-content/uploads/2024/03/500-Scholarship-Trade-Donate-Tile.png	(from https://carpentersshelter.org/)
07:06:37	20658/20658	---M-Z	200	added ('OK')	image/png	etag:W/%2265cce1f0-50b2%22	https://carpentersshelter.org/wp-content/uploads/2021/06/testemonial-2-4.png	C:/My%20Web%20Sites/ShelterProject/carpentersshelter.org/wp-content/uploads/2021/06/testemonial-2-4.png	(from https://carpentersshelter.org/)
07:06:37	17540/17540	---M-Z	200	added ('OK')	image/png	etag:W/%2265cce1f1-4484%22	https://carpentersshelter.org/wp-content/uploads/2021/06/testimonial-03-free-img-4.png	C:/My%20Web%20Sites/ShelterProject/carpentersshelter.org/wp-content/uploads/2021/06/testimonial-03-free-img-4.png	(from https://carpentersshelter.org/)
07:06:37	18243/18243	---M-Z	200	added ('OK')	image/png	etag:W/%2265cce1f1-4743%22	https://carpentersshelter.org/wp-content/uploads/2021/06/testimonial-13-free-img-4.png	C:/My%20Web%20Sites/ShelterProject/carpentersshelter.org/wp-content/uploads/2021/06/testimonial-13-free-img-4.png	(from https://carpentersshelter.org/)
07:06:38	48772/48772	---M-Z	200	added ('OK')	image/jpeg	etag:W/%2265ddb575-be84%22	https://carpentersshelter.org/wp-content/uploads/2024/02/CS01-256-400x300-3.jpg	C:/My%20Web%20Sites/ShelterProject/carpentersshelter.org/wp-content/uploads/2024/02/CS01-256-400x300-3.jpg	(from https://carpentersshelter.org/)
07:06:41	249885/249885	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Oct%202024%2011:06:40%20GMT	https://carpentersshelter.org/financials-annual-reports/	C:/My%20Web%20Sites/ShelterProject/carpentersshelter.org/financials-annual-reports/index.html	(from https://carpentersshelter.org/)
07:06:44	299946/299946	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Oct%202024%2011:06:42%20GMT	https://carpentersshelter.org/cook-off/	C:/My%20Web%20Sites/ShelterProject/carpentersshelter.org/cook-off/index.html	(from https://carpentersshelter.org/)
07:06:44	236923/236923	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Oct%202024%2011:06:42%20GMT	https://carpentersshelter.org/faqs/	C:/My%20Web%20Sites/ShelterProject/carpentersshelter.org/faqs/index.html	(from https://carpentersshelter.org/)
07:06:44	290732/290732	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Oct%202024%2011:06:43%20GMT	https://carpentersshelter.org/news/	C:/My%20Web%20Sites/ShelterProject/carpentersshelter.org/news/index.html	(from https://carpentersshelter.org/)
07:06:44	483760/483760	---M-Z	200	added ('OK')	image/png	etag:W/%2265ddb523-761b0%22	https://carpentersshelter.org/wp-content/uploads/2024/02/Help-a-family-move-into-Housing-Slider.png	C:/My%20Web%20Sites/ShelterProject/carpentersshelter.org/wp-content/uploads/2024/02/Help-a-family-move-into-Housing-Slider.png	(from https://carpentersshelter.org/)
07:06:46	114293/114293	---M-Z	200	added ('OK')	image/jpeg	etag:W/%2265ddb44d-1be75%22	https://carpentersshelter.org/wp-content/uploads/2024/02/Volunteer-Slider-resized.jpg	C:/My%20Web%20Sites/ShelterProject/carpentersshelter.org/wp-content/uploads/2024/02/Volunteer-Slider-resized.jpg	(from https://carpentersshelter.org/)
